repo,path,parse_error,name,events,crons,jobs,reusable_call_jobs,jobs_with_timeout,jobs_with_matrix,max_matrix_legs,concurrency_cancel,has_path_filter,jobs_with_cache,jobs_with_install,runs_listed
WhiteNightShadow/camoufox-reverse-mcp,.github/workflows/release.yml,,Release,workflow_run,,1,0,0,0,0,False,False,1,1,32
anthropics/k12-teacher-skills,.github/workflows/cla.yaml,,CLA Assistant,"issue_comment,pull_request_target,merge_group",,1,0,1,0,0,False,False,0,0,24
tenpy/tenpy,.github/workflows/code-coverage.yml,,Code Coverage,push,,1,0,0,0,0,False,False,0,1,21
tenpy/tenpy,.github/workflows/doc-build.yml,,Sphinx Build and Doctest,"push,pull_request",,1,0,0,0,0,False,False,0,0,27
tenpy/tenpy,.github/workflows/linting.yml,,Linting,"push,pull_request",,1,0,0,0,0,False,False,0,1,47
tenpy/tenpy,.github/workflows/print_coverage_in_PR.yml,,Notify about Coverage,pull_request_target,,2,0,0,0,0,False,False,0,1,0
tenpy/tenpy,.github/workflows/publish.yml,,Publish to (Test)PyPI,"release,push",,2,0,0,1,3,False,False,0,2,8
tenpy/tenpy,.github/workflows/pytest.yml,,Run Pytest,"push,pull_request",,1,0,0,1,7,False,False,0,1,47
tenpy/tenpy,.github/workflows/pytest_old_numpy.yml,,Run Pytest (old numpy),push,,1,0,0,1,9,False,False,0,1,8
tenpy/tenpy,.github/workflows/test-notebooks.yml,,Test notebooks,"push,pull_request",,1,0,0,0,0,False,False,0,1,42
geezacoleman/OpenWeedLocator,.github/workflows/tests.yml,,Tests,"push,pull_request",,1,0,0,0,0,False,False,0,1,1
httpwg/http-extensions,.github/workflows/archive.yml,,Archive Issues and Pull Requests,"schedule,repository_dispatch,workflow_dispatch","0 0 * * 0,2,4",1,0,0,0,0,False,False,0,0,29
httpwg/http-extensions,.github/workflows/ghpages.yml,,Update Editor's Copy,"push,pull_request",,1,0,0,0,0,False,True,1,0,89
httpwg/http-extensions,.github/workflows/publish.yml,,Publish New Draft Version,"push,workflow_dispatch",,1,0,0,0,0,False,False,1,0,8
httpwg/http-extensions,.github/workflows/update.yml,,Update Generated Files,workflow_dispatch,,1,0,0,0,0,False,False,0,0,0
trailofbits/skills-curated,.github/workflows/lint.yml,,Lint,"push,pull_request",,4,0,0,0,0,True,False,0,1,4
trailofbits/skills-curated,.github/workflows/security-scan.yml,,Security Scan,pull_request,,1,0,0,0,0,True,False,1,0,3
trailofbits/skills-curated,.github/workflows/validate.yml,,Validate,"push,pull_request",,1,0,0,0,0,True,False,0,0,4
caura-ai/caura,.github/workflows/ci.yml,,CI,pull_request,,4,0,2,0,0,False,False,1,1,25
caura-ai/caura,.github/workflows/claude_code_review.yml,,Claude Code Review,"pull_request,issue_comment,workflow_dispatch",,4,0,1,0,0,False,False,0,3,45
caura-ai/caura,.github/workflows/client-python-ci.yml,,Client (Python) CI,"pull_request,push",,1,0,0,0,0,False,True,0,1,0
caura-ai/caura,.github/workflows/client-typescript-ci.yml,,Client (TypeScript) CI,"pull_request,push",,1,0,0,0,0,False,True,0,1,2
caura-ai/caura,.github/workflows/codeql.yml,,CodeQL,"push,pull_request,schedule",0 7 * * 1,1,0,0,1,2,False,False,0,0,33
caura-ai/caura,.github/workflows/dco.yml,,DCO,pull_request,,1,0,0,0,0,False,False,0,0,25
caura-ai/caura,.github/workflows/labels-sync.yml,,Sync labels,"push,workflow_dispatch",,1,0,0,0,0,False,True,0,0,0
caura-ai/caura,.github/workflows/legacy-name-ratchet.yml,,Legacy-name ratchet,"pull_request,merge_group",,1,0,1,0,0,False,False,0,1,25
caura-ai/caura,.github/workflows/notify-enterprise-staging.yml,,notify-enterprise-staging,"push,workflow_dispatch",,1,0,1,0,0,True,False,0,0,8
caura-ai/caura,.github/workflows/publish-docker.yml,,publish-docker,"release,workflow_dispatch",,1,0,0,1,2,False,False,1,0,3
caura-ai/caura,.github/workflows/publish-npm-caura-client.yml,,Publish the caura-client alias,"push,workflow_dispatch",,1,0,0,0,0,False,False,0,1,0
caura-ai/caura,.github/workflows/publish-npm-caura-sdk.yml,,Publish the caura-sdk alias,"push,workflow_dispatch",,1,0,0,0,0,False,False,0,1,0
caura-ai/caura,.github/workflows/publish-npm-client.yml,,Publish the canonical TypeScript client to npm,"push,workflow_dispatch",,1,0,0,0,0,False,False,0,1,0
caura-ai/caura,.github/workflows/publish-npm-sdk.yml,,Publish the @caura/sdk alias,"push,workflow_dispatch",,1,0,0,0,0,False,False,0,1,0
caura-ai/caura,.github/workflows/publish-python-client.yml,,Publish caura-client to PyPI,"push,workflow_dispatch",,1,0,0,0,0,False,False,0,1,0
caura-ai/caura,.github/workflows/publish-python-metapackage.yml,,Publish the caura metapackage to PyPI,"push,workflow_dispatch",,1,0,0,0,0,False,False,0,1,0
caura-ai/caura,.github/workflows/publish-python-sdk.yml,,Publish caura-sdk to PyPI,"push,workflow_dispatch",,1,0,0,0,0,False,False,0,1,0
caura-ai/caura,.github/workflows/release-please.yml,,release-please,"push,workflow_dispatch",,1,0,0,0,0,False,False,0,0,8
caura-ai/caura,.github/workflows/security-scan.yml,,Security Scan,"pull_request,schedule,workflow_dispatch",0 6 * * 1,1,0,0,0,0,False,False,1,1,25
caura-ai/caura,.github/workflows/stale.yml,,Mark stale,"schedule,workflow_dispatch",30 4 * * *,1,0,0,0,0,False,False,0,0,1
caura-ai/caura,.github/workflows/verify-npm-credential.yml,,Verify the npm credential,workflow_dispatch,,1,0,0,0,0,False,False,0,1,0
plotly/Kaleido,.github/workflows/publish_testpypi.yml,,test-n-build,"workflow_dispatch,push",,2,0,0,1,18,False,False,2,2,2
plotly/Kaleido,.github/workflows/ruff.yml,,ruff-wf,pull_request,,1,0,0,0,0,False,False,0,0,19
plotly/Kaleido,.github/workflows/test.yml,,test-wf,"pull_request,push",,1,0,0,1,3,False,False,1,1,19
stefankoegl/python-json-patch,.github/workflows/test.yaml,,Python package,push,,1,0,0,1,6,False,False,0,1,1
ColdWindScholar/MIO-KITCHEN-SOURCE,.github/workflows/main.yml,,Build Tool,"push,workflow_dispatch",,4,0,0,2,2,False,True,0,4,29
terraform-aws-modules/terraform-aws-notify-slack,.github/workflows/lock.yml,,Lock Threads,schedule,50 1 * * *,1,0,0,0,0,False,False,0,0,90
terraform-aws-modules/terraform-aws-notify-slack,.github/workflows/pr-title.yml,,Validate PR title,pull_request_target,,1,0,0,0,0,False,False,0,0,11
terraform-aws-modules/terraform-aws-notify-slack,.github/workflows/pre-commit.yml,,Pre-Commit,pull_request,,3,0,0,1,0,False,False,0,0,4
terraform-aws-modules/terraform-aws-notify-slack,.github/workflows/release.yml,,Release,"workflow_dispatch,push",,1,0,0,0,0,False,True,0,1,3
terraform-aws-modules/terraform-aws-notify-slack,.github/workflows/stale-actions.yaml,,Mark or close stale issues and PRs,schedule,0 0 * * *,1,0,0,0,0,False,False,0,0,90
terraform-aws-modules/terraform-aws-notify-slack,.github/workflows/unit-test.yml,,Unit Test,pull_request,,1,0,0,0,0,False,True,0,1,2
HKUDS/CatchMe,.github/workflows/ci.yml,,CI,"push,pull_request",,2,0,0,1,6,True,False,0,2,0
hplt-project/sacremoses,.github/workflows/test.yaml,,Python package,push,,1,0,0,1,15,False,False,1,1,1
Mause/duckdb_engine,.github/workflows/publish.yaml,,Publish Python 🐍 distribution 📦 to PyPI and TestPyPI,"workflow_dispatch,release",,3,0,0,0,0,False,False,0,1,0
Mause/duckdb_engine,.github/workflows/pythonapp.yaml,,Python application,"pull_request,workflow_dispatch",,1,0,0,1,2,False,False,0,1,67
Mause/duckdb_engine,.github/workflows/release-please.yml,,release-please,"push,workflow_dispatch",,1,0,0,0,0,False,False,0,0,0
kyegomez/VisionMamba,.github/workflows/code_quality_control.yml,,Linting and Formatting,push,,1,0,0,0,0,False,False,0,1,10
kyegomez/VisionMamba,.github/workflows/cos_integration.yml,,Continuous Integration,push,,1,0,0,0,0,False,False,0,1,0
kyegomez/VisionMamba,.github/workflows/docs.yml,,Docs WorkFlow,push,,1,0,0,0,0,False,False,0,1,0
kyegomez/VisionMamba,.github/workflows/docs_test.yml,,Documentation Tests,push,,1,0,0,0,0,False,False,0,1,0
kyegomez/VisionMamba,.github/workflows/label.yml,,Labeler,pull_request_target,,1,0,0,0,0,False,False,0,0,10
kyegomez/VisionMamba,.github/workflows/lints.yml,,Linting,push,,1,0,0,0,0,False,False,0,1,0
kyegomez/VisionMamba,.github/workflows/pr_request_checks.yml,,Pull Request Checks,pull_request,,1,0,0,0,0,False,False,0,1,0
kyegomez/VisionMamba,.github/workflows/pull-request-links.yml,,readthedocs/actions,pull_request_target,,1,0,0,0,0,False,True,0,0,0
kyegomez/VisionMamba,.github/workflows/pylint.yml,,Pylint,push,,1,0,0,1,4,False,False,0,1,10
kyegomez/VisionMamba,.github/workflows/python-publish.yml,,Upload Python Package,release,,1,0,0,0,0,False,False,0,1,0
kyegomez/VisionMamba,.github/workflows/ruff.yml,,Ruff,"push,pull_request",,1,0,0,0,0,False,False,0,0,20
kyegomez/VisionMamba,.github/workflows/run_test.yml,,Python application test,push,,1,0,0,0,0,False,False,0,1,10
kyegomez/VisionMamba,.github/workflows/stale.yml,,Mark stale issues and pull requests,schedule,26 12 * * *,1,0,0,0,0,False,False,0,0,88
kyegomez/VisionMamba,.github/workflows/test.yml,,test,"push,pull_request,workflow_dispatch",,1,0,0,1,8,False,False,0,0,10
kyegomez/VisionMamba,.github/workflows/testing.yml,,Unit Tests,push,,1,0,0,0,0,False,False,0,1,0
kyegomez/VisionMamba,.github/workflows/unit-test.yml,,build,"push,pull_request",,1,0,0,0,0,False,False,0,1,10
kyegomez/VisionMamba,.github/workflows/welcome.yml,,Welcome WorkFlow,"issues,pull_request_target",,1,0,0,0,0,False,False,0,0,10
conda/constructor,.github/workflows/cla.yml,,CLA,"issue_comment,pull_request_target",,1,0,0,0,0,True,False,0,0,53
conda/constructor,.github/workflows/docs.yml,,Docs,"push,pull_request,workflow_dispatch",,2,0,0,0,0,True,True,0,0,17
conda/constructor,.github/workflows/issues.yml,,Automate Issues,issue_comment,,1,0,0,0,0,True,False,0,0,9
conda/constructor,.github/workflows/labels.yml,,Sync Labels,workflow_dispatch,,1,0,0,0,0,True,False,0,0,0
conda/constructor,.github/workflows/lock.yml,,Lock,"workflow_dispatch,schedule",0 6 * * *,1,0,0,0,0,True,False,0,0,24
conda/constructor,.github/workflows/main.yml,,Build,"push,pull_request",,3,0,0,2,36,True,True,0,2,51
conda/constructor,.github/workflows/project.yml,,Add to Project,pull_request_target,,1,0,0,0,0,True,False,0,0,16
conda/constructor,.github/workflows/stale.yml,,Stale,"workflow_dispatch,schedule",0 4 * * *,1,0,0,1,2,True,False,0,0,24
conda/constructor,.github/workflows/update.yml,,Update Repository,"schedule,workflow_dispatch",36 2 * * 0,1,0,0,0,0,True,False,0,0,3
FishCodeTech/muteki,.github/workflows/ci.yml,,ci,"push,pull_request,workflow_dispatch",,3,0,3,0,0,True,False,2,3,19
FishCodeTech/muteki,.github/workflows/release-images.yml,,release-images,"push,workflow_dispatch",,6,0,0,3,6,False,False,2,3,13
cashubtc/nutshell,.github/workflows/_mutation-profile.yml,,mutation profile,workflow_call,,1,0,1,0,0,False,False,1,0,0
cashubtc/nutshell,.github/workflows/checks.yml,,checks,workflow_call,,3,0,0,0,0,False,False,0,0,0
cashubtc/nutshell,.github/workflows/ci.yml,,CI,"push,pull_request",,6,6,0,5,6,False,False,0,0,85
cashubtc/nutshell,.github/workflows/docker.yaml,,Docker Build,"release,workflow_dispatch",,1,0,0,0,0,False,False,1,1,0
cashubtc/nutshell,.github/workflows/mutation-core.yml,,mutation core,"schedule,workflow_dispatch",0 1 * * 1,1,1,0,0,0,False,False,0,0,3
cashubtc/nutshell,.github/workflows/mutation-lightning.yml,,mutation lightning,"schedule,workflow_dispatch",0 1 * * 4,1,1,0,0,0,False,False,0,0,3
cashubtc/nutshell,.github/workflows/mutation-mint.yml,,mutation mint,"schedule,workflow_dispatch",0 1 * * 2,1,1,0,0,0,False,False,0,0,4
cashubtc/nutshell,.github/workflows/mutation-tor.yml,,mutation tor,"schedule,workflow_dispatch",0 1 * * 5,1,1,0,0,0,False,False,0,0,3
cashubtc/nutshell,.github/workflows/mutation-wallet.yml,,mutation wallet,"schedule,workflow_dispatch",0 1 * * 3,1,1,0,0,0,False,False,0,0,3
cashubtc/nutshell,.github/workflows/mutation-weekly-report.yml,,mutation weekly report,"schedule,workflow_dispatch",0 3 * * 6,1,0,0,0,0,False,False,0,0,4
cashubtc/nutshell,.github/workflows/pypi.yaml,,Pip package,"push,release",,1,0,0,1,1,False,False,0,1,23
cashubtc/nutshell,.github/workflows/regtest-mint.yml,,regtest-mint,workflow_call,,1,0,1,0,0,False,False,0,0,0
cashubtc/nutshell,.github/workflows/regtest-wallet.yml,,regtest-wallet,workflow_call,,1,0,1,0,0,False,False,0,0,0
cashubtc/nutshell,.github/workflows/tests.yml,,tests,workflow_call,,1,0,0,0,0,False,False,0,0,0
cashubtc/nutshell,.github/workflows/tests_keycloak_auth.yml,,tests_keycloak,workflow_call,,1,0,0,0,0,False,False,0,0,0
cashubtc/nutshell,.github/workflows/tests_redis_cache.yml,,tests_redis_cache,workflow_call,,1,0,0,0,0,False,False,0,0,0
Huluti/Curtail,.github/workflows/flatpak.yml,,Flatpak,"push,pull_request,workflow_dispatch",,1,0,0,0,0,False,False,0,0,16
Huluti/Curtail,.github/workflows/pythonapp.yml,,Python application,"push,pull_request,workflow_dispatch",,1,0,0,0,0,False,False,0,1,16
dynamicslab/hydrogym,.github/workflows/codeql.yml,,CodeQL,"push,pull_request,schedule",17 6 * * 1,1,0,0,1,2,True,False,0,0,11
dynamicslab/hydrogym,.github/workflows/deploy.yml,,Deploy to GitHub Pages,push,,2,0,0,0,0,False,False,1,1,0
dynamicslab/hydrogym,.github/workflows/python-ci.yml,,Python CI,"push,pull_request",,3,0,0,1,5,True,False,3,2,87
dynamicslab/hydrogym,.github/workflows/python-publish.yml,,Publish Python package,release,,2,0,0,0,0,False,False,0,0,0
dynamicslab/hydrogym,.github/workflows/test-deploy.yml,,Test deployment,pull_request,,1,0,0,0,0,False,False,1,1,9
litex-hub/litex-boards,.github/workflows/ci.yml,,ci,"push,pull_request",,2,0,0,0,0,False,False,2,2,183
litex-hub/litex-boards,.github/workflows/pypi.yml,,PyPI,workflow_dispatch,,1,0,0,0,0,False,False,0,1,0
vkbottle/vkbottle,.github/workflows/build.yml,,Build,workflow_call,,2,1,0,0,0,False,False,0,0,0
vkbottle/vkbottle,.github/workflows/dependabot-automerge.yml,,Dependabot auto-merge,workflow_run,,1,0,0,0,0,False,False,0,0,17
vkbottle/vkbottle,.github/workflows/lint-and-test.yml,,Lint and test,workflow_call,,3,0,0,0,0,False,False,3,0,0
vkbottle/vkbottle,.github/workflows/pull-request.yml,,Pull-request,pull_request,,1,0,0,0,0,False,False,1,0,17
vkbottle/vkbottle,.github/workflows/push-build.yml,,Build,push,,1,1,0,1,4,False,False,0,0,12
vkbottle/vkbottle,.github/workflows/push-lint-and-test.yml,,Lint and test,push,,1,1,0,1,4,False,False,0,0,3
nurkiewicz/polski-w-it,.github/workflows/python-pytest.yml,,Run tests,"push,pull_request",,1,0,0,0,0,False,False,0,1,1
ansys/pyfluent,.github/workflows/ci.yml,,GitHub Actions,"pull_request,workflow_dispatch,push",,14,0,2,2,14,True,True,2,7,50
ansys/pyfluent,.github/workflows/codeql.yml,,CodeQL,"push,pull_request,schedule",27 1 * * 2,1,0,1,1,1,True,False,0,0,0
ansys/pyfluent,.github/workflows/dependency-review.yml,,Dependency Review,pull_request,,1,0,0,0,0,True,False,0,0,40
ansys/pyfluent,.github/workflows/doc-build-dev-nightly.yml,,Doc Build Dev Nightly,"schedule,workflow_dispatch",0 5 * * *,2,0,0,0,0,True,False,0,1,6
ansys/pyfluent,.github/workflows/doc-build-release.yml,,Doc Build Release,"workflow_dispatch,push",,2,0,0,0,0,True,False,0,1,7
ansys/pyfluent,.github/workflows/execute-examples-weekly.yml,,Execute Examples Weekly,"schedule,workflow_dispatch",0 4 * * SAT,1,0,0,1,3,True,False,1,1,0
ansys/pyfluent,.github/workflows/force-update-stable-Fluent-image-version.yml,,Force update stable Fluent image version,workflow_dispatch,,1,0,1,0,0,True,False,0,1,0
ansys/pyfluent,.github/workflows/label.yml,,Pull Request Labeler,"pull_request,push",,3,0,0,0,0,True,True,0,0,44
ansys/pyfluent,.github/workflows/promote_candidate_fluent_image.yml,,Promote Candidate Fluent Image,"schedule,workflow_dispatch","0 0 * * SUN,WED",1,0,0,0,0,True,False,1,1,0
ansys/pyfluent,.github/workflows/tag-iteration-ends.yml,,Tag Iteration Ends,"schedule,workflow_dispatch",0 4 10 2 *;0 4 2 3 *;0 4 23 3 *;0 4 13 4 *;0 4 11 5 *;0 4 2 6 *;0 4 22 6 *;0 4 13 7 *;0 4 3 8 *;0 4 24 8 *;0 4 14 9 *;0 4 5 10 *;0 4 2 11 *;0 4 30 11 *;0 4 28 12 *,1,0,0,0,0,True,False,0,0,0
ansys/pyfluent,.github/workflows/test-fluent-journals.yml,,Test Fluent journals with PyFluent changes,"schedule,workflow_dispatch,push",0 7 * * *,1,0,1,0,0,True,False,1,1,0
ansys/pyfluent,.github/workflows/test-podman-compose.yml,,Test Podman Compose,"schedule,workflow_dispatch",0 6 * * *,2,0,0,1,1,True,False,1,1,2
ansys/pyfluent,.github/workflows/test-run-custom.yml,,Test Run Custom,workflow_dispatch,,1,0,0,1,1,True,False,1,1,0
ansys/pyfluent,.github/workflows/test-run-dev-version-nightly.yml,,Test Run Dev Version Nightly,"schedule,workflow_dispatch",0 0 * * *,1,0,0,0,0,True,False,1,1,2
ansys/pyfluent,.github/workflows/test-run-nightly.yml,,Test Run Nightly,"schedule,workflow_dispatch",0 4 * * *,1,0,0,0,0,True,False,1,1,2
ansys/pyfluent,.github/workflows/test-run-old-versions-weekly.yml,,Test Run Old Versions Weekly,"schedule,workflow_dispatch",0 9 * * SAT,2,0,0,1,2,True,False,1,2,0
ansys/pyfluent,.github/workflows/test-run-solvermode-weekly.yml,,Test Run Solvermode Weekly,"schedule,workflow_dispatch",0 8 * * SUN,1,0,0,0,0,True,False,1,1,0
horejsek/python-fastjsonschema,.github/workflows/codeql-analysis.yml,,CodeQL,"push,pull_request,schedule",0 1 * * 4,1,0,0,1,1,False,False,0,0,32
horejsek/python-fastjsonschema,.github/workflows/tests.yml,,tests,"push,pull_request,workflow_dispatch",,1,0,0,1,15,True,False,0,1,22
spinlud/py-linkedin-jobs-scraper,.github/workflows/ci.yml,,ci,"push,workflow_dispatch",,2,0,0,0,0,False,False,2,0,22
official-stockfish/nnue-pytorch,.github/workflows/cpu-testrun.yml,,CPU Testrun,pull_request,,1,0,0,0,0,True,False,1,0,53
official-stockfish/nnue-pytorch,.github/workflows/data-loader-test.yml,,training-data-loader,pull_request,,1,0,0,0,0,True,True,0,0,20
official-stockfish/nnue-pytorch,.github/workflows/pytest.yml,,Pytest,"pull_request,push",,1,0,0,0,0,True,False,1,0,63
official-stockfish/nnue-pytorch,.github/workflows/ruff-pr.yml,,Ruff Lint,"pull_request,push",,1,0,0,0,0,True,False,0,1,63
O-X-L/ansible-opnsense,.github/workflows/check_docs.yml,,Check Docs,"push,pull_request",,1,0,1,0,0,False,True,0,1,30
O-X-L/ansible-opnsense,.github/workflows/lint-ansible.yml,,Lint Ansible,"push,pull_request",,1,0,1,0,0,False,True,0,1,58
O-X-L/ansible-opnsense,.github/workflows/lint-python.yml,,Lint Python,"push,pull_request",,1,0,1,0,0,False,True,0,1,56
O-X-L/ansible-opnsense,.github/workflows/unit_test.yml,,Unit Tests,"push,pull_request",,1,0,1,0,0,False,True,0,1,56
pchalasani/claude-code-tools,.github/workflows/deploy-docs.yml,,Deploy Docs to GitHub Pages,"push,workflow_dispatch",,2,0,0,0,0,False,True,0,1,60
pchalasani/claude-code-tools,.github/workflows/release-rust.yml,,Release Rust Binaries,push,,4,0,0,2,5,False,False,0,2,0
GitGuardian/ggshield,.github/workflows/build_release_assets.yml,,Build release assets,"workflow_call,workflow_dispatch",,4,0,0,2,10,False,False,2,3,0
GitGuardian/ggshield,.github/workflows/changelog-check.yml,,Changelog check,pull_request,,1,0,0,0,0,True,False,0,0,81
GitGuardian/ggshield,.github/workflows/ci.yml,,CI,"pull_request,push",,8,1,0,2,15,True,True,5,5,47
GitGuardian/ggshield,.github/workflows/install-scripts.yml,,Install scripts,"pull_request,push",,1,0,0,1,2,False,True,0,0,0
GitGuardian/ggshield,.github/workflows/perfbench.yml,,Performance benchmark,"pull_request,workflow_dispatch",,1,0,0,0,0,True,False,1,1,41
GitGuardian/ggshield,.github/workflows/tag.yml,,Application Release,push,,8,3,0,0,0,False,False,1,1,0
GitGuardian/ggshield,.github/workflows/update-downstream.yml,,Update Downstream Dependents,"workflow_dispatch,workflow_call",,1,0,0,1,2,False,False,0,0,0
GitGuardian/ggshield,.github/workflows/wheels.yml,,wheels,"workflow_call,workflow_dispatch,pull_request",,3,0,0,1,4,True,True,0,3,16
pyupio/safety,.github/workflows/build.yml,,Publish Docker image,workflow_dispatch,,1,0,0,0,0,False,False,1,1,0
pyupio/safety,.github/workflows/bump.yml,,Bump,workflow_dispatch,,1,0,0,0,0,False,False,0,1,1
pyupio/safety,.github/workflows/cd.yml,,cd,push,,4,2,0,0,0,False,False,0,0,0
pyupio/safety,.github/workflows/ci.yml,,CI,"workflow_call,push,pull_request,schedule",0 0 * * *,4,0,0,0,0,False,False,0,4,105
pyupio/safety,.github/workflows/issue_responder.yml,,Issue Responder,issues,,1,0,0,0,0,False,False,0,1,2
pyupio/safety,.github/workflows/pr-comment.yml,,PR Comment,workflow_run,,1,0,0,0,0,False,False,0,0,37
pyupio/safety,.github/workflows/pr.yml,,Pull Request,pull_request,,1,1,0,0,0,False,False,0,0,43
pyupio/safety,.github/workflows/reusable-build.yml,,Build Package and Binaries,workflow_call,,3,0,0,0,0,False,False,0,2,0
rosemarycox5334-debug/PA_Agent,.github/workflows/ci.yml,,CI,"push,pull_request",,1,0,0,0,0,False,False,0,1,56
JurajNyiri/HomeAssistant-Tapo-Control,.github/workflows/issues.yml,,Autocloser,issues,,2,0,0,0,0,False,False,0,0,79
elyra-ai/elyra,.github/workflows/build.yml,,Elyra Tests,"push,pull_request",,9,0,0,3,4,True,True,5,5,67
elyra-ai/elyra,.github/workflows/codeql-analysis.yml,,CodeQL,"push,pull_request,schedule",0 8 * * 3,1,0,0,1,2,False,False,0,0,71
chaidiscovery/chai-lab,.github/workflows/mypy.yml,,Mypy,"push,pull_request",,1,0,0,0,0,False,False,1,1,6
chaidiscovery/chai-lab,.github/workflows/prettier_yaml.yml,,Prettier,"push,pull_request",,1,0,0,0,0,False,False,0,1,6
chaidiscovery/chai-lab,.github/workflows/publish-to-pypi.yml,,Deploy to pypi,release,,1,0,0,0,0,False,False,0,1,0
chaidiscovery/chai-lab,.github/workflows/pytest.yml,,Pytest,"push,pull_request",,1,0,0,0,0,False,False,1,1,6
chaidiscovery/chai-lab,.github/workflows/ruff.yml,,Ruff,"push,pull_request",,1,0,0,0,0,False,False,1,1,6
P4nda0s/IDA-NO-MCP,.github/workflows/release.yml,,release,"push,pull_request,workflow_dispatch",,3,0,0,1,2,False,False,0,3,2
openapi-generators/openapi-python-client,.github/workflows/checks.yml,,Run Checks,"push,pull_request,merge_group",,4,0,0,3,12,False,False,3,4,104
openapi-generators/openapi-python-client,.github/workflows/fuzz.yml,,Fuzz code generation,"push,pull_request,schedule,workflow_dispatch",23 8 * * *,1,0,1,0,0,False,False,1,1,27
openapi-generators/openapi-python-client,.github/workflows/release.yml,,Release,pull_request,,1,0,0,0,0,False,False,0,1,18
msoedov/agentic_security,.github/workflows/docker-build-test.yml,,Docker Build Test,push,,1,0,0,0,0,False,False,0,0,0
